,price,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,availability_365,host_identity_verified,host_is_superhost,bedrooms_per_person,bathrooms_per_person,past_and_future_popularity,Bondi,Bondi Beach,Coogee,Darlinghurst,Manly,North Bondi,Randwick,Redfern,Surry Hills,Sydney,Apartment,Bed and breakfast,Boutique hotel,Bungalow,Condominium,Cottage,Guest suite,Guesthouse,Hostel,Hotel,House,Loft,Other,Serviced apartment,Townhouse,Villa,Entire home/apt,Hotel room,Private room,Shared room,flexible,luxury_moderate,moderate,strict_14_with_grace_period,super_strict_30,super_strict_60
130,76.0,151.23081000000002,-33.886309999999995,80.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,238.0,151.27666000000002,-33.88831,92.0,70.0,2.0,300.0,110.0,6.0,1.0,2.0,4.0,315.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.22151898734177214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,105.0,151.25856000000002,-33.7685,92.0,43.0,3.0,500.0,75.0,4.0,1.0,1.0,2.0,283.0,1.0,0.0,0.25,0.25,0.15140845070422534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
148,300.0,151.28413999999998,-33.89092,95.0,4.0,4.0,0.0,100.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.5,0.25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,250.0,151.26995,-33.89468,98.0,20.0,4.0,0.0,0.0,4.0,1.5,2.0,2.0,0.0,0.0,0.0,0.5,0.375,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154,129.0,151.21161,-33.881209999999996,97.0,236.0,1.0,0.0,40.0,2.0,1.0,1.0,1.0,320.0,0.0,1.0,0.5,0.5,0.735202492211838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
155,300.0,151.22041000000002,-33.87672,96.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,140.0,151.21017,-33.882,97.0,302.0,1.0,0.0,40.0,2.0,1.0,1.0,0.0,290.0,0.0,1.0,0.5,0.5,1.0378006872852235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,201.0,151.27155,-33.89054,89.0,76.0,2.0,500.0,185.0,5.0,1.0,3.0,3.0,312.0,1.0,0.0,0.6,0.2,0.24281150159744408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
160,89.0,151.20145,-33.89269,100.0,7.0,30.0,500.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162,400.0,151.25392,-33.92154,96.0,0.0,10.0,1000.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,270.0,151.21163,-33.8862,93.0,44.0,4.0,500.0,220.0,5.0,1.5,2.0,3.0,313.0,1.0,0.0,0.4,0.3,0.14012738853503184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,100.0,151.26401,-33.89281,96.0,60.0,10.0,300.0,100.0,2.0,1.0,1.0,1.0,270.0,1.0,0.0,0.5,0.5,0.22140221402214022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
172,156.0,151.26577,-33.89577,93.0,6.0,21.0,500.0,90.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,70.0,151.26819,-33.89288,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,270.0,151.21222,-33.86303,94.0,311.0,3.0,400.0,0.0,4.0,1.0,1.0,2.0,300.0,1.0,0.0,0.25,0.25,1.0332225913621262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,429.0,151.26959,-33.8861,100.0,6.0,5.0,1950.0,150.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.5,0.5,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,140.0,151.27126,-33.881009999999996,96.0,40.0,2.0,750.0,75.0,3.0,1.0,1.0,2.0,166.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.23952095808383234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,250.0,151.27395,-33.88754,100.0,3.0,4.0,0.0,80.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.25,0.25,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
183,350.0,151.25654,-33.9203,96.0,231.0,3.0,0.0,100.0,6.0,1.0,3.0,4.0,121.0,1.0,0.0,0.5,0.16666666666666666,1.8934426229508197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,70.0,151.27206999999999,-33.88955,98.0,20.0,3.0,300.0,100.0,2.0,1.0,1.0,1.0,205.0,0.0,0.0,0.5,0.5,0.0970873786407767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,111.0,151.28978999999998,-33.80284,83.0,147.0,2.0,200.0,20.0,2.0,1.0,1.0,1.0,185.0,1.0,0.0,0.5,0.5,0.7903225806451613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187,111.0,151.27498,-33.87932,87.0,19.0,4.0,0.0,100.0,3.0,1.0,1.0,2.0,292.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.06484641638225255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
188,61.0,151.26848999999999,-33.88643,91.0,9.0,3.0,200.0,45.0,2.0,1.0,1.0,1.0,78.0,0.0,1.0,0.5,0.5,0.11392405063291139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
189,60.0,151.26707,-33.887679999999996,96.0,16.0,3.0,200.0,45.0,2.0,1.0,1.0,1.0,132.0,0.0,1.0,0.5,0.5,0.12030075187969924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,244.0,151.20641,-33.88971,90.0,32.0,5.0,150.0,70.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.5,0.25,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,400.0,151.2118,-33.89145,94.0,1.0,14.0,2000.0,150.0,8.0,2.0,4.0,6.0,1.0,1.0,1.0,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,60.0,151.27196999999998,-33.89392,94.0,131.0,3.0,200.0,30.0,1.0,1.0,1.0,1.0,83.0,1.0,0.0,1.0,1.0,1.5595238095238095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,60.0,151.27683000000002,-33.88436,95.0,4.0,2.0,200.0,90.0,2.0,1.0,1.0,1.0,356.0,0.0,0.0,0.5,0.5,0.011204481792717087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,80.0,151.26418,-33.88984,97.0,131.0,3.0,0.0,30.0,2.0,1.0,1.0,1.0,357.0,1.0,1.0,0.5,0.5,0.3659217877094972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201,65.0,151.26715,-33.89414,98.0,71.0,2.0,200.0,25.0,2.0,1.5,1.0,1.0,79.0,1.0,1.0,0.5,0.75,0.8875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
202,250.0,151.27202,-33.895920000000004,95.0,43.0,3.0,500.0,150.0,3.0,1.0,2.0,2.0,297.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.14429530201342283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
203,201.0,151.25656999999998,-33.92046,91.0,40.0,2.0,400.0,190.0,4.0,1.0,2.0,2.0,197.0,1.0,0.0,0.5,0.25,0.20202020202020202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
205,57.0,151.25148000000002,-33.91564,94.0,22.0,3.0,150.0,50.0,1.0,1.0,1.0,1.0,168.0,1.0,1.0,1.0,1.0,0.1301775147928994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
209,396.0,151.21368,-33.87659,97.0,6.0,3.0,0.0,200.0,2.0,1.0,1.0,1.0,199.0,1.0,1.0,0.5,0.5,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
212,195.0,151.28874,-33.80202,96.0,90.0,4.0,350.0,126.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,250.0,151.21944,-33.87631,95.0,12.0,3.0,500.0,75.0,1.0,2.0,2.0,1.0,256.0,1.0,0.0,2.0,2.0,0.04669260700389105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,121.0,151.21823,-33.88194,93.0,24.0,2.0,400.0,155.0,2.0,1.0,2.0,2.0,119.0,0.0,0.0,1.0,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
224,189.0,151.28385,-33.89114,100.0,2.0,7.0,500.0,50.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,180.0,151.27103,-33.8824,96.0,0.0,7.0,1500.0,50.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
228,275.0,151.27462,-33.8855,88.0,10.0,6.0,0.0,80.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.5,0.25,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,1499.0,151.22202,-33.876979999999996,100.0,14.0,7.0,2000.0,520.0,6.0,3.0,3.0,2.0,335.0,1.0,1.0,0.5,0.5,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
231,201.0,151.26657,-33.89342,94.0,21.0,3.0,600.0,125.0,5.0,1.5,2.0,3.0,174.0,1.0,1.0,0.4,0.3,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,135.0,151.19235,-33.85583,96.0,86.0,3.0,0.0,30.0,2.0,1.0,1.0,1.0,138.0,1.0,1.0,0.5,0.5,0.6187050359712231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,132.0,151.22205,-33.87591,93.0,331.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,313.0,1.0,0.0,0.5,0.5,1.0541401273885351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241,111.0,151.2772,-33.88458,93.0,16.0,5.0,0.0,60.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,0.5,0.25,5.333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,170.0,151.21428,-33.8947,100.0,1.0,7.0,150.0,80.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
243,220.0,151.28558,-33.78682,93.0,18.0,2.0,0.0,100.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.5,0.25,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244,180.0,151.26973999999998,-33.89411,96.0,70.0,3.0,800.0,139.0,4.0,1.0,1.0,2.0,6.0,0.0,0.0,0.25,0.25,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247,397.0,151.24555,-33.92305,100.0,5.0,5.0,500.0,100.0,6.0,1.5,3.0,0.0,3.0,0.0,0.0,0.5,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,228.0,151.22585,-33.87753,92.0,76.0,5.0,300.0,150.0,6.0,2.0,2.0,3.0,304.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.24918032786885247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
249,185.0,151.27208000000002,-33.8899,97.0,55.0,1.0,500.0,75.0,2.0,1.0,0.0,1.0,163.0,1.0,1.0,0.0,0.5,0.3353658536585366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255,195.0,151.26731,-33.89158,91.0,9.0,2.0,150.0,40.0,4.0,1.5,2.0,2.0,0.0,0.0,0.0,0.5,0.375,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
256,100.0,151.2125,-33.894890000000004,100.0,4.0,4.0,0.0,25.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
258,135.0,151.20006999999998,-33.8921,97.0,438.0,1.0,300.0,85.0,2.0,1.0,1.0,1.0,93.0,0.0,1.0,0.5,0.5,4.659574468085107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
265,100.0,151.27095,-33.89313,94.0,16.0,4.0,500.0,50.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,0.5,0.25,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
269,295.0,151.26551,-33.893879999999996,95.0,8.0,7.0,400.0,100.0,4.0,1.0,2.0,3.0,285.0,0.0,0.0,0.5,0.25,0.027972027972027972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
271,189.0,151.2105,-33.882059999999996,95.0,73.0,3.0,600.0,80.0,4.0,1.0,2.0,2.0,153.0,1.0,1.0,0.5,0.25,0.474025974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
273,196.0,151.26731,-33.89377,93.0,8.0,3.0,500.0,100.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.5,0.5,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
276,100.0,151.21352,-33.87934,89.0,31.0,2.0,750.0,10.0,4.0,1.5,2.0,2.0,0.0,1.0,0.0,0.5,0.375,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
